name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
zubat,44,29,7,16,2,0,5,0,0,89,100,2,100,100,21,11,5,0,19,1,42,9,34,6,11,2,2,1,19,2,0,24,9,0,12,0,5,0,18,3,0,37,90,88,64,80,49,90,48,90,46,73,28,42,11,34,22,19,5,48,18,4,0,21,8,71,44,32,91,87,67,73,18,8,4,3,52,35,69,10,18,5,25,55,25,20,4,73,30,34,0,9,7,1,31,82,35,34,8,34,9,83,16,73,47,86,5,33,12,14,9,3,98,81,3,42,45,25,19,37,12,46,45,17,13,23,7,16,100,6,4,92,46,19,26,27,43,13,0,12,6,5,4,0,1,16,68,51,24,5,32
golbat,90,84,47,65,40,10,43,16,1,100,100,21,100,100,49,58,45,4,88,44,82,39,82,49,42,27,19,4,70,43,12,82,63,7,53,4,37,2,73,41,63,0,100,100,98,94,88,98,84,98,88,100,88,94,76,90,53,63,17,97,78,43,29,52,39,97,89,74,99,99,100,100,83,47,19,16,90,72,98,46,69,37,84,98,78,83,50,86,74,82,40,37,11,10,85,100,86,65,54,84,56,97,52,96,80,100,42,91,73,56,48,19,98,100,28,94,99,91,82,93,90,88,84,71,54,61,39,68,100,34,23,91,93,82,77,86,90,74,21,61,53,27,34,13,2,80,93,88,70,26,64
oddish,40,29,11,21,4,0,72,39,12,100,100,0,100,100,0,32,16,0,73,29,37,8,28,7,75,84,61,26,39,9,4,32,10,1,63,4,5,0,81,57,10,0,0,84,32,70,38,73,31,87,53,97,83,94,65,70,35,34,4,95,84,48,0,45,20,88,70,44,91,77,40,98,81,82,64,47,58,46,99,74,78,47,36,72,33,79,68,83,39,91,82,38,15,8,100,88,56,87,73,90,53,99,8,90,68,70,17,93,54,32,93,56,83,99,21,100,100,92,69,95,99,88,41,41,84,11,17,66,100,17,50,88,80,91,77,14,74,98,90,86,53,20,4,0,7,2,77,74,10,8,56
gloom,56,49,20,31,15,0,69,51,26,100,100,0,100,100,0,46,26,0,79,33,49,23,51,13,82,90,65,23,54,28,3,64,22,2,72,8,3,0,82,71,12,0,16,0,51,81,61,83,51,87,57,97,85,93,77,77,52,40,4,97,93,39,0,44,21,90,79,50,100,89,62,97,89,91,75,52,79,60,97,84,86,62,57,85,52,87,68,88,41,96,76,21,19,4,100,93,71,97,87,91,62,100,23,94,71,80,16,92,70,41,94,79,69,100,38,100,100,93,67,100,99,88,56,52,83,10,26,73,100,21,58,98,85,92,91,31,82,100,93,93,80,25,12,1,9,5,91,78,20,19,68
vileplume,91,62,34,49,28,1,86,67,48,100,100,3,100,100,2,53,36,3,87,63,72,31,73,34,90,97,75,40,83,55,24,87,52,10,91,15,16,2,91,91,34,2,65,46,0,98,83,99,71,92,60,98,97,98,83,82,69,60,22,99,99,70,0,59,29,96,91,80,100,98,94,99,96,93,76,66,94,75,100,96,91,74,76,94,67,93,93,94,65,97,88,35,26,12,98,100,88,97,84,98,80,100,59,95,89,91,36,97,88,66,84,80,84,100,58,100,100,99,86,99,100,97,70,72,99,33,52,86,100,54,64,98,93,97,97,55,94,98,92,95,83,48,32,4,16,24,96,92,42,30,88
paras,72,64,24,16,17,0,10,5,0,90,99,6,68,100,9,19,8,2,60,11,27,13,27,4,52,49,3,0,21,10,0,26,13,0,20,0,9,0,43,12,20,6,28,19,2,0,32,76,59,81,43,86,63,71,44,48,25,24,4,74,57,9,0,63,35,61,32,16,84,67,47,76,44,18,2,3,39,15,92,11,49,10,36,40,24,40,17,65,21,41,5,0,0,0,27,95,55,43,22,69,31,91,11,71,43,51,13,44,22,11,9,0,99,85,12,86,80,51,26,75,58,81,38,58,69,13,12,34,100,4,13,73,52,47,54,28,69,25,5,21,6,4,5,3,7,1,68,68,29,19,39
parasect,95,90,47,43,24,7,42,20,2,99,100,23,83,100,23,48,18,4,84,41,48,14,62,21,88,85,8,2,52,30,5,63,37,4,52,9,15,1,66,24,51,12,62,35,16,68,0,95,76,93,80,98,85,93,72,77,45,33,13,97,82,33,0,77,52,79,60,47,96,88,81,94,74,32,3,3,66,46,99,60,83,32,62,70,53,74,46,77,39,68,19,0,0,0,67,98,84,76,55,91,61,99,51,92,64,91,28,79,51,22,35,9,100,93,29,99,97,73,63,90,84,96,78,77,93,20,37,63,100,24,34,75,82,69,80,54,87,51,14,54,22,12,28,5,7,9,95,89,59,40,58
venonat,39,22,4,9,7,0,3,0,0,84,86,0,100,90,2,5,2,0,22,0,17,3,21,5,18,10,4,0,32,7,0,26,12,0,17,1,3,0,9,10,10,1,26,16,1,24,5,0,44,53,9,73,28,30,10,32,16,5,1,54,22,6,0,22,7,66,30,25,89,77,68,77,43,26,6,3,43,15,73,9,31,4,13,42,13,20,1,75,31,59,19,19,10,5,58,75,26,39,11,49,10,83,7,55,10,84,5,41,48,27,27,5,76,89,4,71,65,24,4,45,16,41,28,20,17,3,4,5,100,4,4,81,32,19,37,4,35,37,8,32,8,1,0,0,1,0,52,47,15,5,38
venomoth,77,54,27,31,7,1,22,4,0,94,93,4,100,94,27,31,16,0,67,13,36,7,74,36,52,30,32,5,68,47,6,72,42,7,39,1,13,0,36,34,52,16,67,47,25,39,22,55,0,84,26,87,73,78,49,64,40,39,7,83,61,41,14,33,19,81,63,49,98,91,96,98,59,56,37,14,71,39,88,26,69,24,49,81,37,58,29,88,73,81,58,27,32,15,90,92,60,64,50,65,37,93,21,82,49,100,32,73,52,69,65,28,95,99,13,89,97,69,28,83,53,68,46,34,49,9,22,44,100,6,25,85,74,58,70,34,78,79,38,68,32,7,1,5,2,8,81,78,33,8,44
diglett,31,26,2,64,36,0,7,1,0,79,94,1,96,100,9,15,5,0,57,16,32,2,74,42,73,100,4,0,38,25,3,63,41,2,28,0,59,5,48,18,10,2,13,12,8,19,7,44,16,0,24,79,44,85,49,78,14,71,10,73,31,9,43,55,26,49,38,25,78,51,52,95,57,31,26,15,72,48,74,8,86,75,26,48,8,50,10,93,75,40,0,58,31,28,72,87,57,35,20,69,36,33,1,58,32,34,28,62,61,53,28,9,99,35,3,68,51,54,35,69,8,80,20,38,87,55,3,21,100,0,11,73,79,33,64,75,73,66,20,60,29,0,5,0,1,5,89,67,16,8,30
dugtrio,65,53,19,91,73,7,53,30,3,99,100,17,99,100,30,52,17,0,94,64,65,23,95,81,96,100,35,11,90,75,47,87,80,36,74,21,78,45,87,56,54,12,46,43,39,57,20,89,74,76,0,100,90,100,91,91,83,90,72,94,87,50,69,87,57,94,83,68,87,87,77,98,95,72,65,44,94,94,99,48,99,91,75,85,56,91,64,98,94,89,43,62,69,36,97,99,96,85,54,98,73,77,32,96,77,90,66,98,92,87,80,59,100,91,62,90,88,94,81,93,64,99,52,93,99,92,38,82,100,11,50,92,96,89,98,95,98,93,66,81,71,5,42,9,34,52,96,99,47,33,70
meowth,13,18,0,17,5,1,3,0,0,88,100,4,89,100,2,34,7,0,38,7,43,6,42,5,26,18,0,0,9,2,0,16,1,0,29,0,14,0,21,4,27,0,3,3,2,14,2,26,13,21,0,0,35,79,23,58,6,45,2,65,25,5,25,54,20,30,15,6,87,44,29,94,28,0,0,0,61,30,76,6,33,5,46,72,11,36,12,66,16,51,1,0,0,0,23,82,48,35,16,45,22,49,0,43,12,12,11,48,12,9,3,0,97,51,1,65,71,46,24,70,8,80,39,29,26,16,2,9,100,3,8,92,58,25,17,36,52,4,0,5,1,1,0,2,0,7,75,53,24,7,35
persian,42,37,7,60,22,6,24,7,0,100,100,15,95,100,16,49,27,0,74,18,80,28,84,32,68,60,4,0,38,15,1,44,18,0,50,3,32,1,55,25,72,12,16,11,3,37,15,67,27,56,10,65,0,97,66,87,51,58,14,93,75,17,64,79,29,69,47,24,92,87,59,98,69,6,0,0,93,67,100,32,76,21,80,97,75,73,39,80,47,90,21,0,0,0,72,98,82,58,28,90,38,76,14,88,36,35,37,77,54,24,15,1,99,90,21,88,89,82,63,88,66,96,76,82,84,61,26,65,100,15,31,94,83,68,65,71,89,45,0,28,5,5,13,9,20,69,93,90,54,22,50
psyduck,28,11,4,33,5,1,10,1,0,91,85,0,98,91,3,31,11,0,38,5,51,12,53,9,16,4,8,0,49,2,0,45,15,0,27,0,14,0,26,13,58,6,6,7,2,29,7,67,22,15,0,21,3,0,24,55,30,26,8,82,45,14,0,42,14,78,50,27,77,59,34,97,67,30,13,5,69,42,90,16,33,3,48,77,30,69,13,82,51,89,40,35,18,3,72,91,38,72,30,59,19,33,2,72,30,32,17,59,57,22,37,12,97,63,3,97,98,69,17,83,34,75,35,27,18,33,12,23,100,3,10,91,58,29,32,31,74,62,15,30,4,2,4,1,0,31,87,59,23,4,38
golduck,42,57,19,92,59,13,62,20,5,100,100,28,100,100,37,65,50,4,90,37,94,46,90,62,58,29,39,1,89,67,13,94,62,6,66,2,52,7,82,49,89,24,33,21,17,56,28,87,51,51,9,77,34,76,0,94,53,74,25,96,91,70,0,62,40,94,91,69,91,90,80,100,93,63,49,16,98,87,99,70,82,45,94,100,82,92,84,99,93,97,93,50,37,17,99,99,92,94,71,93,72,73,29,95,69,75,71,93,92,72,77,42,99,100,31,99,100,100,84,96,95,100,75,64,61,68,39,78,100,37,65,99,96,93,74,85,98,98,64,89,39,27,17,54,8,92,96,96,67,32,71
mankey,62,50,8,56,14,1,33,14,0,98,100,16,100,100,18,55,23,0,53,18,40,18,70,29,49,46,9,2,48,20,1,49,35,0,61,7,50,2,56,32,66,10,30,22,17,52,23,67,34,22,9,42,13,45,6,0,30,73,15,83,62,17,0,46,25,77,54,54,96,80,56,100,68,23,16,9,76,55,89,33,88,46,62,65,34,95,53,95,81,88,32,13,3,0,76,89,81,74,31,85,41,82,25,78,62,43,17,84,70,50,40,9,100,92,13,94,87,75,51,83,58,80,65,61,63,37,35,46,100,17,37,92,94,80,70,78,83,72,20,56,11,2,16,0,2,20,89,83,52,23,53
primeape,80,82,35,86,69,22,79,52,13,100,100,34,100,100,50,74,58,13,97,78,83,32,96,74,92,73,47,16,89,65,18,93,71,11,87,25,64,16,81,73,78,47,65,48,31,75,55,83,60,86,17,94,49,70,47,70,0,82,53,100,95,69,66,67,41,97,89,80,99,97,89,99,90,77,52,22,99,87,99,75,96,84,89,97,62,97,94,100,95,97,86,30,1,2,99,99,95,97,77,99,79,93,66,98,91,91,79,97,92,80,82,36,100,100,44,99,100,96,88,100,97,98,86,90,97,81,56,90,100,59,69,98,99,97,98,98,93,99,60,86,69,27,67,56,15,81,98,99,90,48,69
growlithe,41,34,12,32,3,0,7,1,0,72,59,5,68,66,24,36,10,0,36,4,37,9,41,5,28,9,20,0,28,11,0,39,10,0,30,1,12,1,25,12,47,5,33,26,5,47,41,50,24,18,2,16,4,17,0,11,1,0,4,43,15,4,0,47,16,62,38,23,77,80,59,51,22,17,8,3,56,26,48,8,69,35,47,69,30,45,17,55,36,62,32,19,17,3,41,53,34,49,13,60,23,60,28,56,22,26,20,49,55,26,21,5,50,72,8,45,32,35,21,36,10,53,50,47,40,32,26,34,77,0,11,60,56,14,36,20,55,25,1,12,0,2,8,17,5,17,63,35,25,6,20
arcanine,38,30,9,34,22,0,20,4,0,64,57,30,65,53,23,38,17,4,42,11,51,11,33,18,32,20,29,3,25,20,4,45,29,5,33,4,27,1,23,14,48,10,30,31,10,54,32,43,30,40,4,39,19,24,7,33,5,16,0,39,39,21,30,30,31,50,34,28,65,52,50,40,24,29,10,5,47,39,43,22,46,36,43,56,39,41,20,40,23,49,39,30,19,1,30,52,31,47,33,55,43,61,38,45,45,37,33,37,41,34,32,12,28,59,24,56,44,45,43,54,25,48,41,59,38,40,33,37,45,18,19,53,55,32,47,41,44,25,4,27,11,7,23,27,22,33,43,48,21,17,24
poliwag,14,15,2,68,37,3,15,7,0,96,100,15,94,100,4,57,22,1,64,6,66,6,51,17,27,12,30,11,30,13,6,48,19,4,29,3,55,7,47,25,52,3,5,2,1,26,3,44,17,27,6,35,7,18,4,17,0,24,4,0,47,8,16,45,18,67,53,26,70,53,36,98,42,67,71,40,81,55,89,25,76,34,73,92,31,64,21,87,39,92,40,42,12,5,96,85,64,70,22,67,24,48,6,88,57,44,23,69,47,30,81,51,95,74,0,99,100,74,30,89,47,83,42,26,28,60,15,29,100,8,19,89,74,35,30,61,75,80,31,54,19,14,2,9,2,67,72,68,30,17,35
poliwhirl,35,24,4,88,55,17,42,18,1,100,100,22,98,100,19,60,46,2,88,36,90,35,81,39,50,22,52,23,68,32,15,76,44,9,62,7,67,14,80,49,82,22,16,7,1,43,18,75,38,69,13,75,25,55,9,38,5,54,5,53,0,30,19,69,31,91,88,61,89,71,49,99,79,90,81,65,98,77,98,65,92,57,92,97,69,90,44,93,74,98,73,58,14,3,100,99,90,95,66,94,69,66,19,98,87,70,66,94,84,64,98,83,93,92,22,100,100,93,72,98,94,99,76,70,55,77,32,73,100,23,45,99,91,81,68,90,96,96,72,82,49,39,13,36,7,94,92,84,48,32,51
poliwrath,74,73,17,100,91,51,93,79,17,100,100,42,100,100,85,85,53,22,100,85,94,60,98,73,79,64,86,47,99,87,37,98,95,21,96,45,81,35,96,89,96,57,52,58,29,91,67,94,54,91,50,95,83,86,30,83,31,78,17,92,70,0,0,71,59,100,99,94,100,96,84,100,100,95,91,84,100,100,100,85,99,92,98,99,93,97,96,100,94,97,99,33,11,2,100,100,99,100,89,100,99,96,72,100,100,97,87,100,98,93,99,89,100,100,75,100,100,100,100,100,100,97,98,93,90,98,81,98,100,68,93,97,100,98,98,98,100,100,100,100,75,73,75,67,29,98,100,100,92,59,87
abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kadabra,39,21,8,21,6,0,14,1,0,56,58,2,60,64,1,27,6,1,26,3,26,10,46,25,37,12,18,1,46,26,4,50,28,12,9,1,8,0,19,3,48,21,27,19,9,15,0,41,28,18,1,23,6,20,0,32,8,9,0,20,6,5,0,0,7,55,49,33,53,61,44,69,41,47,26,11,36,19,26,5,45,12,24,55,23,37,13,56,27,59,39,48,62,27,65,16,6,45,33,53,13,30,1,42,20,46,24,27,47,58,58,20,1,54,3,60,61,40,13,44,11,17,26,4,24,20,13,17,68,5,7,32,28,14,16,17,47,38,22,50,20,7,0,4,6,24,50,37,16,3,6
alakazam,60,46,29,39,24,4,38,14,0,63,71,12,58,70,32,41,29,11,50,21,56,31,59,44,40,35,36,15,65,52,24,66,61,20,24,6,26,4,35,21,62,31,48,42,35,32,16,65,43,44,15,44,29,43,14,48,30,39,5,43,32,16,1,12,0,61,61,68,67,56,50,72,56,54,56,34,64,50,34,13,58,44,54,71,64,50,25,69,58,59,63,55,52,47,67,36,17,62,54,69,51,34,10,57,39,70,59,49,52,59,67,36,9,66,29,61,65,61,41,61,28,34,44,19,52,37,26,48,67,12,22,39,62,30,48,40,60,63,53,52,47,27,4,19,37,53,58,55,35,8,6
machop,27,27,3,35,9,1,17,7,0,96,100,8,84,100,8,41,21,0,72,27,44,20,48,15,38,37,3,0,26,12,1,35,15,0,38,2,19,1,49,28,29,3,10,8,4,39,21,32,18,45,6,59,24,20,6,18,2,12,0,30,7,0,0,15,6,0,63,44,82,71,45,86,57,84,39,21,90,67,92,22,84,61,76,83,44,74,66,90,40,82,42,25,4,3,99,88,61,65,31,89,54,70,10,88,50,51,30,96,54,33,75,30,76,93,35,70,85,76,47,88,57,69,61,69,80,60,29,72,100,8,28,94,91,70,86,68,64,93,40,63,44,23,35,2,1,25,84,90,58,8,57
machoke,59,45,13,69,35,11,62,13,2,99,100,5,93,100,35,57,26,4,94,66,64,28,81,35,73,53,33,3,74,33,3,60,35,0,68,5,38,9,86,53,56,11,29,21,9,68,40,69,37,62,17,85,53,50,9,46,11,17,2,47,12,1,0,23,9,36,0,65,96,83,72,100,81,84,68,29,95,85,100,64,95,74,83,88,62,90,93,96,60,96,75,38,8,7,100,97,86,83,52,100,77,82,25,97,79,72,57,98,80,45,93,61,100,99,59,97,100,92,71,91,86,93,81,79,88,72,35,91,100,32,55,90,98,92,89,83,96,99,59,90,67,37,64,18,8,54,100,94,73,18,69
machamp,64,59,28,87,63,19,88,37,8,100,100,15,100,100,56,66,56,10,96,83,84,41,80,52,92,86,47,7,86,49,12,90,49,4,84,14,56,10,86,69,68,26,53,49,20,84,53,75,49,75,32,94,76,73,31,46,20,33,2,74,39,6,0,39,14,56,35,0,100,96,90,99,92,95,73,56,100,93,100,85,98,93,87,100,79,99,97,97,88,97,84,32,7,3,100,98,90,94,71,100,85,97,52,100,95,85,62,98,90,69,92,78,100,100,75,99,99,94,81,99,98,94,90,77,98,79,69,92,100,48,77,96,99,98,95,92,100,99,86,96,79,59,82,52,25,75,100,97,86,47,78
bellsprout,40,27,5,6,2,0,17,1,1,76,100,0,86,99,3,15,4,0,35,1,24,3,20,1,29,29,10,0,7,0,0,12,4,0,37,1,4,1,39,14,8,1,7,0,0,16,4,10,2,22,13,13,8,23,9,4,1,0,1,27,10,0,0,18,4,16,4,0,0,54,26,81,40,40,36,10,39,12,84,31,25,4,29,45,7,35,10,57,13,42,6,16,4,0,78,68,37,59,23,58,25,86,2,65,37,54,6,52,16,6,56,29,98,74,4,87,88,56,36,70,51,46,22,38,61,6,8,21,100,4,17,71,46,47,43,11,38,74,40,50,28,4,3,1,1,2,48,42,14,10,37
weepinbell,60,51,12,22,10,1,56,15,5,95,100,1,99,100,5,32,10,0,64,18,33,10,48,12,52,55,26,3,35,6,1,49,16,1,55,7,4,1,68,49,13,1,23,9,2,32,11,23,7,49,13,56,13,40,10,19,3,2,0,47,29,4,0,17,8,26,17,4,45,0,51,95,68,52,52,28,67,35,90,44,66,17,51,60,32,65,45,84,41,69,38,16,9,4,89,85,61,90,50,82,45,95,21,84,61,77,18,68,37,8,72,44,99,89,20,96,95,76,56,91,81,74,41,53,79,17,13,42,100,14,36,81,81,76,72,29,79,88,65,79,47,11,12,1,4,7,77,66,32,15,48
victreebel,86,65,27,46,14,2,81,56,14,99,100,2,100,100,4,57,18,0,74,38,61,19,66,14,78,93,50,19,53,24,2,64,31,4,81,22,24,1,82,72,33,0,56,36,5,53,17,31,3,48,23,71,41,66,20,44,10,16,1,64,51,16,0,23,8,54,28,10,72,47,0,97,89,67,71,55,85,51,97,73,86,32,77,89,53,89,81,90,59,93,82,33,19,6,97,94,89,95,73,95,73,99,45,89,79,86,37,92,64,43,74,60,99,100,39,100,100,88,79,95,97,92,60,54,92,26,24,77,100,25,62,96,96,93,91,74,84,93,78,84,59,33,27,1,11,17,94,91,44,30,69
tentacool,7,4,0,43,11,0,3,2,0,87,100,2,100,100,4,31,7,0,17,1,38,4,33,5,11,5,27,6,16,7,0,17,7,1,29,1,27,1,34,19,27,0,2,3,1,24,6,20,1,5,2,6,2,3,0,0,1,14,0,2,1,0,0,2,0,12,0,1,18,5,3,0,31,44,42,13,62,33,68,27,56,19,35,65,18,21,13,69,26,91,36,18,4,3,84,74,31,62,15,53,15,69,1,49,31,27,2,50,41,27,62,41,73,89,3,100,94,45,8,78,36,71,33,7,10,47,10,12,100,3,20,97,41,24,20,37,67,77,34,52,10,7,1,1,0,35,62,42,6,9,30
tentacruel,29,26,5,85,75,20,51,22,1,100,100,10,100,100,15,55,44,2,91,39,92,51,72,53,59,23,47,20,72,51,16,76,44,11,72,7,51,10,79,71,82,17,17,10,4,56,25,56,40,43,5,71,31,33,6,32,10,41,11,57,19,0,2,16,6,42,19,6,57,32,9,69,0,68,65,57,99,90,100,62,88,61,84,99,74,84,65,89,53,96,86,48,31,7,99,99,80,93,74,95,58,93,26,89,56,94,38,94,83,72,87,75,94,100,37,100,99,95,73,100,99,98,87,78,50,84,29,76,100,14,62,99,97,79,77,90,96,97,81,86,62,45,15,60,18,99,97,86,55,25,73
geodude,45,48,17,90,71,38,23,18,2,100,100,12,100,100,75,65,46,13,100,97,100,91,99,94,93,100,57,9,87,75,61,91,73,37,79,22,57,17,99,87,92,53,18,9,7,82,68,74,44,69,28,100,94,70,37,77,23,56,6,33,10,5,0,30,17,16,16,5,60,47,33,56,32,0,61,30,100,99,92,10,92,81,99,100,96,52,46,100,96,46,15,27,15,18,100,99,90,64,38,100,98,59,77,93,76,65,84,100,97,98,100,89,100,53,94,44,24,73,70,56,18,88,100,94,100,87,67,100,100,17,18,82,100,67,97,100,86,43,12,41,51,79,73,13,100,100,95,98,83,25,71
graveler,50,49,20,92,81,51,32,16,7,100,100,35,100,100,90,68,48,31,100,100,100,100,100,99,100,100,78,47,92,84,85,96,88,63,92,42,60,36,100,98,96,81,36,25,24,98,97,93,62,74,35,100,100,87,51,84,48,58,22,29,19,9,0,48,22,58,32,27,64,46,29,58,35,39,0,52,100,99,97,35,98,92,100,100,99,82,81,99,96,76,40,40,19,19,100,100,99,73,57,100,99,53,88,99,90,72,95,100,100,98,100,98,100,79,98,68,44,87,81,65,27,98,100,100,100,94,87,100,100,32,15,93,100,63,100,98,96,63,26,51,65,93,92,13,100,100,99,98,91,54,80
golem,73,61,36,100,98,70,73,33,6,100,100,41,100,100,96,68,72,40,100,100,100,100,100,99,100,100,98,71,100,95,97,99,99,91,96,46,71,36,100,99,97,84,53,47,34,97,97,97,85,85,56,100,100,95,84,91,78,78,29,60,35,16,0,63,38,78,71,44,90,72,45,87,43,70,48,0,100,100,99,72,100,99,100,100,100,97,92,100,98,94,65,42,34,22,100,100,99,84,67,100,100,80,100,100,97,87,97,100,100,99,100,100,100,93,99,58,66,94,90,75,65,100,100,100,100,97,91,100,100,40,50,87,100,91,100,100,100,94,40,67,88,100,99,53,100,100,100,100,98,81,91
ponyta,45,40,13,45,19,2,3,2,0,90,100,15,89,100,6,41,15,0,45,8,52,10,43,9,36,25,9,0,29,9,0,40,10,1,32,1,28,1,26,9,44,7,35,18,3,54,30,50,27,25,6,34,2,27,2,19,0,11,0,15,0,0,13,21,2,7,5,0,56,28,10,34,0,0,0,0,0,54,79,10,74,46,59,85,46,65,25,70,48,77,44,15,2,0,54,85,69,60,26,68,31,89,17,61,28,52,38,72,58,26,16,3,81,92,7,58,58,47,26,66,17,82,55,37,56,32,18,38,100,4,20,89,78,31,60,49,75,19,1,20,9,3,4,24,5,45,86,71,40,10,34
rapidash,78,63,26,58,35,3,21,11,0,98,100,32,99,100,35,59,37,4,75,34,81,40,70,35,60,46,23,1,61,35,5,67,36,1,55,5,43,3,37,30,57,21,47,34,24,84,48,84,55,51,6,65,29,51,11,35,13,28,4,31,16,0,26,41,9,28,10,6,75,57,38,62,8,1,0,0,38,0,95,19,95,77,81,95,62,91,70,94,72,96,68,31,15,2,82,95,90,69,33,93,61,98,51,89,52,69,66,85,77,63,51,12,86,100,39,82,81,73,56,79,44,99,90,87,81,74,52,68,100,15,40,89,94,63,89,68,92,46,8,43,19,9,20,59,39,73,85,87,53,31,56
slowpoke,6,10,1,39,9,3,2,0,0,96,95,1,85,94,5,17,2,0,39,1,48,6,32,4,11,0,1,0,33,7,0,29,12,0,13,0,12,1,16,1,31,2,1,3,0,8,1,25,10,26,1,24,0,10,1,11,1,6,0,11,2,0,0,16,3,7,0,0,16,9,3,31,0,8,3,1,17,5,0,4,26,5,35,87,48,23,7,55,9,85,36,41,14,2,93,70,41,63,22,61,19,24,4,76,25,63,11,39,45,20,70,29,64,52,7,96,94,71,29,69,14,93,37,29,12,33,1,27,100,0,9,92,46,12,15,37,77,60,3,26,2,5,3,2,0,46,56,46,10,3,55
slowbro,41,41,10,96,73,33,73,39,3,100,100,13,98,100,53,61,34,5,97,73,100,84,92,60,50,32,70,21,89,91,44,96,83,25,66,5,41,8,93,65,90,54,25,15,4,89,40,89,72,92,52,94,68,84,30,67,25,42,7,75,35,15,0,46,4,78,36,15,69,55,26,71,37,90,65,28,88,78,96,0,88,52,96,100,100,73,61,93,71,95,100,62,56,33,100,99,90,99,95,97,94,45,30,100,98,100,89,99,96,84,100,91,82,98,74,100,100,99,94,97,100,100,100,89,77,81,72,99,100,25,65,100,99,89,81,95,99,100,92,99,82,89,10,49,33,100,93,91,71,32,88
magnemite,41,26,6,30,20,6,41,10,1,100,100,11,99,100,11,56,46,8,90,26,99,76,78,51,57,41,43,3,56,25,1,39,26,4,60,0,6,0,63,55,82,31,20,14,9,51,17,67,30,14,1,67,24,67,18,12,4,1,0,24,8,1,0,12,4,15,5,2,74,33,14,44,12,8,2,0,24,5,74,12,0,42,92,100,97,84,60,99,89,100,86,23,12,3,97,99,88,74,62,88,43,85,31,64,21,7,25,98,96,79,64,27,92,98,41,86,89,83,65,90,70,98,93,67,69,14,34,84,100,15,23,79,92,73,51,47,94,94,33,77,63,54,14,27,33,53,88,73,65,20,53
magneton,70,70,25,65,38,22,70,57,10,100,100,31,100,100,69,83,51,32,100,79,100,99,98,84,82,84,70,23,87,55,10,91,63,4,87,25,28,2,97,94,95,63,51,36,25,90,68,95,75,25,9,95,79,97,55,54,16,29,0,66,43,8,0,43,13,38,26,7,94,83,66,79,39,19,8,1,54,22,95,48,58,0,100,100,100,94,96,100,100,96,100,45,31,15,100,100,100,96,82,99,86,97,82,82,49,29,53,100,100,99,91,69,100,100,70,96,100,99,98,99,95,100,100,94,99,35,76,98,100,47,77,100,100,99,93,95,100,100,79,100,91,89,29,76,96,97,99,98,89,65,88
farfetch'd,81,55,11,43,24,5,22,11,0,100,100,26,97,100,34,63,28,4,67,16,64,22,74,28,47,35,9,0,58,26,0,65,22,1,52,1,31,2,68,41,75,16,63,41,23,64,38,87,50,74,25,54,20,52,6,38,11,16,2,27,8,2,0,39,7,24,17,13,70,48,19,64,16,1,0,0,38,18,65,4,8,0,0,91,60,77,45,87,58,70,11,11,9,1,63,96,77,67,21,69,40,94,36,88,76,46,18,82,60,36,24,4,98,93,13,92,88,67,45,74,69,96,79,57,51,51,16,52,100,10,22,86,88,64,66,56,90,46,5,47,3,13,23,4,4,53,92,81,56,18,48
