name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
zubat,24,20,2,2,0,0,1,0,0,56,100,3,99,100,14,2,0,0,11,2,17,2,20,5,4,4,3,0,4,1,0,15,4,0,7,1,3,1,7,4,0,49,98,95,91,87,78,89,57,90,62,82,55,66,34,60,32,33,20,68,44,17,0,40,25,83,64,58,94,93,85,91,53,23,23,22,68,45,90,34,52,10,54,75,33,45,16,88,66,61,11,20,18,9,52,93,62,68,22,62,33,97,47,83,74,94,9,64,49,34,37,16,99,84,11,67,72,54,40,63,48,62,60,33,43,30,34,39,100,16,18,94,82,41,50,46,72,52,17,44,21,8,18,5,8,27,89,70,45,16,49
golbat,66,55,18,39,16,2,11,2,1,98,100,12,100,100,35,44,19,1,64,26,60,20,72,31,36,12,7,8,45,24,1,59,26,2,34,1,29,0,49,23,51,0,100,100,100,95,92,99,89,100,91,100,97,98,90,91,84,73,32,97,98,71,26,67,48,98,91,85,100,99,99,99,96,73,51,40,95,90,100,83,88,63,94,100,87,83,79,99,87,87,74,60,26,15,97,98,96,93,72,93,75,100,77,99,86,100,61,99,89,84,72,52,99,100,54,100,100,98,88,99,97,95,92,82,66,70,66,90,100,62,65,97,99,99,89,92,93,94,65,90,66,55,58,45,14,92,99,99,88,62,89
oddish,15,15,2,5,2,0,51,14,11,83,100,0,96,100,0,24,13,0,47,13,22,8,13,0,42,50,33,10,13,3,1,13,2,2,25,3,1,0,48,38,2,0,0,98,85,86,63,85,59,96,61,97,92,98,72,79,62,55,25,96,90,63,0,60,29,95,79,74,98,87,70,99,95,89,66,50,80,69,100,88,89,78,69,86,53,72,65,97,73,95,79,39,39,23,98,95,87,95,83,91,78,99,27,95,76,87,31,96,76,57,91,78,91,98,44,99,100,94,80,100,100,87,56,57,97,31,37,86,100,50,64,98,92,96,96,53,92,97,88,95,78,38,27,3,10,16,96,91,41,27,73
gloom,26,27,6,17,2,0,41,20,9,93,100,0,98,100,0,31,11,0,53,13,31,7,28,3,47,59,37,15,16,4,2,21,7,2,50,2,4,0,62,34,5,0,2,0,89,93,75,89,70,93,60,99,92,98,81,91,64,54,38,98,94,76,0,56,34,98,89,69,100,96,93,99,99,89,91,64,87,79,99,95,93,79,88,90,77,86,82,94,70,98,86,34,27,27,100,97,86,96,93,95,79,100,44,99,81,88,36,97,85,70,95,77,92,100,61,100,100,96,91,100,100,90,69,64,96,34,59,92,100,44,70,100,98,98,98,64,93,100,97,92,86,51,43,3,25,33,92,94,63,49,88
vileplume,48,35,10,25,8,0,77,38,14,97,100,0,100,100,0,44,13,1,57,32,43,17,41,11,70,76,56,16,57,20,4,58,22,4,71,6,8,1,71,65,9,0,13,9,0,99,96,97,90,94,81,100,96,99,90,93,81,71,48,100,96,84,0,65,54,100,99,87,100,98,98,100,98,89,83,68,99,92,100,95,99,85,89,96,82,95,92,98,93,100,90,56,56,22,100,99,91,99,94,99,91,100,83,99,93,99,66,99,94,82,94,83,93,100,81,100,100,98,93,100,99,96,93,84,99,58,64,96,100,77,82,100,98,98,97,87,98,100,94,99,90,62,60,24,37,71,100,96,88,45,94
paras,51,39,8,7,4,1,5,1,0,58,100,1,44,100,6,16,5,1,41,5,20,9,15,3,26,38,2,0,6,2,0,10,2,0,12,2,5,0,22,3,13,5,14,6,1,0,60,87,82,97,61,91,76,88,68,66,36,29,12,94,77,28,0,74,50,78,64,50,92,72,63,96,65,39,6,2,67,45,95,48,67,32,59,64,39,52,28,79,34,63,25,0,0,0,57,97,84,72,41,78,48,99,34,79,66,82,24,78,36,30,35,12,100,94,25,91,92,60,51,86,81,88,59,75,88,24,35,55,100,23,31,81,85,70,73,52,78,59,19,58,21,16,23,5,18,14,85,84,59,38,66
parasect,60,64,22,24,13,3,23,3,1,94,100,9,66,100,12,39,21,0,62,10,27,15,39,18,62,62,4,0,28,3,2,40,19,0,29,3,10,4,51,18,22,8,37,23,4,40,0,99,92,100,90,99,89,98,88,88,81,54,33,97,90,53,0,71,67,90,80,74,95,91,81,96,89,72,29,14,76,68,99,85,91,66,79,78,55,78,53,90,66,89,61,1,0,0,87,100,94,91,73,95,80,99,64,96,81,98,48,97,75,38,73,30,100,99,58,95,96,92,80,94,99,98,84,84,95,34,57,80,100,53,61,90,98,93,87,71,99,81,55,82,55,37,45,11,13,34,98,94,82,71,81
venonat,15,13,1,3,1,0,0,0,0,49,66,0,97,80,3,1,1,0,9,0,6,3,12,2,1,6,2,0,11,5,0,14,6,0,5,0,1,0,4,1,11,1,13,11,3,13,1,0,62,77,28,90,66,82,22,48,44,27,8,79,50,21,0,54,21,83,68,42,96,78,84,94,69,46,37,11,65,40,92,32,60,19,41,61,31,49,24,88,61,83,31,23,30,19,89,89,49,54,33,74,37,89,23,77,41,94,13,77,62,54,64,30,96,99,13,78,85,54,24,62,58,62,52,32,49,13,15,40,100,4,16,92,70,44,72,28,64,78,27,47,30,11,15,1,5,14,73,64,39,10,56
venomoth,43,18,10,10,5,0,4,3,0,81,82,0,100,89,6,28,12,0,44,4,32,2,42,23,25,13,10,1,44,24,5,60,31,5,14,0,9,0,20,14,43,11,40,29,9,18,7,37,0,90,51,96,85,93,71,83,41,63,31,90,76,48,22,50,32,94,77,68,99,96,98,97,83,46,50,42,87,66,98,62,89,67,67,82,51,72,53,91,83,94,70,52,27,20,88,95,83,77,61,86,57,97,44,85,64,99,52,89,76,65,68,48,100,95,29,94,95,79,64,94,89,90,72,75,72,37,44,70,100,28,51,88,95,87,86,71,89,89,71,79,65,21,23,17,11,34,95,95,68,21,71
diglett,17,15,2,49,14,0,2,1,0,55,93,2,87,100,1,5,0,0,33,3,15,0,76,27,51,100,0,0,19,11,5,58,23,0,14,2,54,1,27,5,10,0,4,7,5,3,0,23,10,0,29,84,61,89,61,86,35,71,33,78,69,31,38,69,33,79,63,53,80,75,88,96,71,60,51,46,73,49,89,37,94,71,51,57,16,73,29,91,89,73,17,59,30,24,88,96,88,78,48,65,53,73,15,80,53,68,73,86,74,71,61,45,100,69,12,89,68,80,66,92,40,93,44,50,94,55,16,30,100,15,38,92,91,76,76,85,90,78,52,61,61,1,17,6,5,18,94,85,42,19,36
dugtrio,48,43,12,73,65,1,40,16,1,92,100,9,98,100,18,43,19,1,87,35,52,12,87,73,87,100,18,1,71,52,24,81,56,17,65,9,72,25,67,44,38,9,39,37,18,39,10,72,48,71,0,100,94,100,100,95,92,89,74,97,94,87,73,95,65,96,95,90,94,92,88,100,98,86,83,63,100,94,100,78,98,96,81,89,57,93,84,99,98,96,84,67,70,42,100,100,98,93,90,99,83,86,76,98,93,95,92,100,93,89,97,82,100,89,83,93,96,98,84,94,85,100,81,93,100,95,68,96,100,28,76,99,98,96,97,95,100,98,66,88,77,17,72,29,64,82,99,100,72,59,94
meowth,9,7,0,3,0,0,1,0,0,39,100,4,62,100,1,15,0,0,19,2,33,4,20,2,19,3,0,0,2,3,0,8,1,0,8,0,4,0,16,1,18,0,3,1,0,9,1,9,2,16,0,0,73,94,59,79,28,70,12,84,58,28,35,61,46,57,41,31,89,75,59,98,63,6,5,2,89,55,89,32,66,24,76,91,42,63,42,92,70,84,24,0,0,0,53,95,79,67,42,79,34,81,22,80,54,40,39,86,48,36,16,1,100,87,14,91,85,79,66,89,39,93,64,51,53,45,22,26,100,21,28,98,87,70,56,72,85,34,3,19,9,6,13,15,1,54,84,86,55,18,43
persian,23,22,3,23,7,1,10,1,0,84,100,4,84,100,6,40,10,0,54,7,47,15,42,7,43,25,1,0,11,3,0,23,10,0,28,1,14,1,32,10,45,3,8,7,3,24,11,33,12,39,6,27,0,100,90,98,80,83,54,98,90,49,69,89,54,88,75,59,96,96,88,100,94,41,23,7,98,96,100,85,94,62,91,99,91,88,72,97,83,95,63,0,0,0,92,100,98,86,67,95,77,96,56,92,77,61,75,97,82,67,47,13,100,99,49,99,99,99,87,98,92,98,91,88,94,89,60,90,100,50,62,99,100,90,83,89,99,84,27,74,22,32,43,53,53,92,95,98,80,57,79
psyduck,15,6,1,7,0,0,3,1,1,73,84,0,88,83,0,17,2,0,17,2,26,3,28,2,3,4,4,0,17,1,0,14,2,0,11,0,3,0,14,7,34,2,2,2,1,12,2,15,7,11,0,6,0,0,63,71,43,58,19,91,72,33,0,59,28,87,81,50,87,65,50,93,88,51,41,16,85,73,95,55,67,17,61,90,54,88,26,99,83,93,64,34,29,19,84,99,64,83,53,93,53,59,22,91,62,56,35,87,77,44,68,24,99,85,17,97,100,81,61,95,79,90,68,47,54,73,31,56,100,21,34,100,83,70,52,58,93,85,41,57,16,21,24,19,0,75,91,89,48,18,48
golduck,35,30,10,53,16,1,20,10,1,96,94,13,93,96,14,45,26,0,72,19,75,22,78,31,29,4,12,0,53,38,3,56,34,1,40,5,24,1,47,24,66,10,28,19,9,32,12,75,23,39,0,41,10,37,0,96,82,88,43,99,98,85,0,65,61,97,98,90,97,98,88,100,99,82,74,47,98,99,100,95,98,73,96,100,89,97,91,99,94,97,95,59,37,30,100,100,98,98,94,100,87,88,49,99,86,92,85,98,96,90,93,70,100,100,60,100,100,99,96,100,99,100,92,77,77,90,71,98,100,77,90,100,100,97,91,97,100,100,91,93,69,68,47,73,44,99,100,97,94,44,85
mankey,36,23,4,35,6,3,11,4,0,76,100,10,86,100,8,44,10,0,29,9,37,10,54,11,22,16,3,0,14,8,0,40,23,0,36,1,43,0,37,22,40,9,21,9,7,34,12,50,16,14,5,21,2,29,4,0,57,90,35,92,83,53,0,52,49,94,81,76,95,94,75,96,90,53,46,33,82,74,95,75,95,65,85,73,61,92,70,100,95,98,65,17,16,20,94,97,94,87,47,87,72,95,60,95,81,52,54,99,83,67,61,41,100,95,36,95,96,89,88,93,90,86,75,72,82,71,55,66,100,42,75,96,96,95,89,84,93,89,56,68,37,19,41,12,13,45,95,95,76,36,69
primeape,58,43,19,54,35,6,39,22,3,97,100,24,97,100,30,70,38,3,87,46,69,16,73,38,67,48,20,2,59,22,8,66,30,3,58,9,62,8,58,39,68,16,37,34,17,64,19,55,57,65,8,72,20,57,18,43,0,96,65,100,99,93,62,74,58,99,99,97,99,97,95,100,98,87,75,53,100,94,100,97,100,98,97,97,79,99,99,100,100,96,94,30,20,11,100,100,98,97,90,99,95,96,85,98,95,95,95,97,95,92,95,71,100,100,64,100,100,99,93,99,100,99,89,96,98,96,67,97,100,86,92,98,100,100,99,99,99,100,81,95,91,49,83,86,51,96,98,99,98,72,83
growlithe,26,14,2,3,0,0,1,0,0,51,69,4,54,64,11,25,8,0,20,1,22,2,22,1,13,7,9,0,11,6,0,26,0,0,19,0,3,1,11,3,38,1,17,16,4,45,27,32,8,12,2,13,0,5,0,5,0,0,26,55,49,8,0,47,40,75,71,41,82,76,77,50,47,39,36,9,59,63,59,32,65,59,60,83,42,59,41,78,55,73,49,38,21,10,60,72,68,63,38,77,62,70,55,70,42,46,37,67,76,51,61,27,54,76,23,66,52,63,41,61,37,76,52,62,66,54,42,59,83,7,30,66,79,41,65,42,71,50,13,36,13,20,23,61,21,48,76,59,45,36,48
arcanine,17,8,4,7,9,0,7,1,0,55,51,10,60,53,6,17,8,0,30,2,27,3,18,3,16,8,6,0,9,0,1,10,8,0,13,3,11,0,4,5,27,0,19,7,2,39,22,19,14,26,5,28,2,8,1,18,2,2,0,55,50,37,53,29,42,64,57,52,68,61,61,51,41,57,31,22,47,45,55,29,69,56,49,68,51,31,46,52,51,62,51,49,37,19,44,54,41,61,39,59,53,63,59,72,62,47,49,49,57,48,48,39,34,65,42,67,62,58,41,53,46,56,76,64,54,38,59,52,59,46,50,57,59,52,54,50,58,42,22,46,41,25,38,52,45,44,55,52,36,46,43
poliwag,6,6,1,45,12,1,8,1,0,73,100,8,85,100,4,41,14,0,44,5,52,5,33,10,15,3,17,6,14,5,3,14,7,1,29,0,28,2,25,14,32,3,3,2,0,6,3,18,10,22,3,16,2,9,1,8,0,21,4,0,72,39,20,63,45,86,68,56,76,72,49,98,75,80,69,58,84,72,95,70,89,61,82,93,61,78,49,97,82,98,69,60,19,8,100,95,84,81,68,81,53,76,26,93,91,69,57,95,69,58,86,73,99,88,14,100,100,86,59,98,83,94,63,59,49,84,31,58,100,34,55,98,96,75,57,82,93,95,71,86,48,24,24,43,11,81,87,85,56,31,56
poliwhirl,27,15,4,61,38,5,11,4,1,94,100,7,90,100,9,61,23,0,70,9,57,19,58,18,42,13,33,14,43,23,7,45,14,1,36,4,55,8,50,23,56,2,10,6,4,23,10,48,23,31,6,42,10,28,2,17,1,27,6,28,0,56,24,74,56,99,92,89,88,84,76,100,93,93,84,85,97,97,100,92,96,88,96,98,89,90,71,99,93,98,94,67,48,20,100,99,95,100,88,97,84,78,57,100,91,84,78,98,95,87,96,91,100,97,57,100,100,97,92,100,100,100,88,72,80,95,63,91,100,60,79,96,100,91,88,97,100,100,86,96,74,70,51,82,26,100,99,97,79,49,82
poliwrath,58,42,11,91,52,26,72,47,8,100,100,23,98,100,55,82,51,12,90,46,77,36,93,44,59,38,54,20,84,61,12,92,67,2,75,27,74,22,91,70,83,29,37,23,16,72,47,77,50,69,13,72,51,67,15,47,7,70,13,61,44,0,0,71,73,100,100,99,98,99,91,100,100,100,97,93,100,100,100,99,100,97,100,99,96,98,98,100,99,99,100,53,24,11,100,100,99,100,100,100,100,99,90,100,100,99,93,100,100,97,100,99,100,100,91,100,100,100,99,100,100,100,100,98,100,98,91,98,100,91,94,99,100,100,99,100,100,100,100,100,92,88,95,86,64,100,100,100,98,83,96
abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kadabra,29,12,5,11,1,0,4,0,0,53,50,2,63,65,3,22,9,0,17,2,21,3,36,17,15,3,12,0,39,15,0,35,13,4,5,0,4,0,17,2,44,10,17,19,8,11,2,20,19,13,0,11,1,12,1,36,11,7,0,14,4,1,0,0,13,62,51,52,55,54,54,66,57,48,41,46,50,43,45,29,63,31,53,62,38,59,29,69,58,60,50,42,42,26,71,37,14,41,54,57,37,42,10,55,47,56,38,45,55,50,59,36,27,65,16,55,57,57,41,55,38,41,37,9,37,43,28,45,65,23,22,47,55,32,41,28,60,66,58,53,42,12,7,18,33,40,61,56,33,7,23
alakazam,43,32,15,31,16,1,21,13,1,65,60,19,66,59,13,51,22,9,53,9,53,17,59,36,30,15,38,8,58,44,20,54,44,15,17,3,21,3,19,15,56,26,50,43,21,29,12,48,30,45,13,29,21,36,10,31,18,17,2,32,19,10,3,10,0,69,62,63,68,60,59,70,66,57,55,55,62,63,66,42,68,49,58,67,61,59,49,61,56,63,66,49,53,56,71,43,41,56,50,66,59,61,25,65,62,61,50,64,58,59,65,60,29,67,43,62,61,60,59,67,48,49,56,39,56,60,53,60,64,38,47,48,61,59,63,68,68,68,60,67,61,46,26,40,50,63,55,63,58,25,35
machop,5,7,3,12,1,0,2,0,0,61,100,1,64,100,4,17,3,1,34,9,22,12,16,3,17,10,0,0,11,1,2,13,2,0,18,0,8,1,15,6,16,2,5,2,0,21,10,15,5,18,2,22,10,12,3,6,1,4,0,11,1,0,0,12,3,0,90,63,93,85,70,94,77,85,72,45,91,90,98,58,91,83,94,90,65,90,80,99,69,91,84,24,20,20,99,92,81,78,62,99,78,79,31,97,77,76,70,99,71,54,92,55,79,95,60,93,97,93,78,84,83,88,87,89,91,71,52,89,100,40,66,97,98,91,95,89,85,97,59,82,70,45,63,16,23,50,91,97,74,40,74
machoke,27,17,6,32,18,0,32,3,0,92,100,7,76,100,19,42,15,0,63,26,53,13,44,11,46,43,10,0,29,8,1,29,13,0,43,2,19,1,58,28,36,9,20,11,1,36,20,30,23,37,5,59,25,19,2,19,1,6,3,32,8,0,0,23,6,9,0,83,99,91,88,96,88,97,87,71,98,93,100,85,98,86,96,93,84,99,96,97,94,98,88,38,34,29,98,100,94,85,79,99,91,95,70,97,96,88,84,100,92,84,97,88,100,100,78,99,98,96,88,100,95,97,96,93,98,90,66,97,100,54,87,99,97,96,99,98,97,98,83,94,84,70,91,60,49,79,99,96,91,67,91
machamp,40,29,9,55,35,6,52,14,0,97,100,3,90,100,25,47,29,3,76,37,60,30,69,23,61,56,24,1,53,14,4,58,25,0,57,5,45,8,63,51,42,15,24,31,12,50,26,56,30,47,10,69,41,50,10,24,3,21,3,44,11,1,0,27,10,36,17,0,100,98,93,100,98,96,90,79,100,98,99,91,99,94,97,96,92,98,100,100,97,96,95,36,36,27,100,99,99,96,83,100,97,99,78,99,95,98,94,99,93,85,100,99,100,100,90,100,100,98,99,98,98,94,93,90,99,89,85,97,100,78,90,100,99,100,99,100,100,100,92,96,96,77,93,75,68,99,99,100,94,67,96
bellsprout,11,12,2,5,0,0,12,2,1,34,100,0,38,100,1,10,1,0,25,2,13,3,9,0,9,16,4,1,2,0,0,5,2,0,23,0,2,0,20,9,6,0,2,0,0,8,5,3,1,20,6,11,4,13,3,5,1,1,0,24,12,2,0,18,1,5,1,0,0,64,54,90,62,55,49,15,55,34,91,53,61,25,38,58,31,44,31,80,38,75,35,21,20,7,80,82,55,71,33,71,53,95,12,85,51,67,20,69,37,13,69,44,100,91,20,92,96,66,63,86,85,64,45,36,77,19,27,63,100,22,38,83,76,73,74,30,58,87,57,66,51,16,23,1,5,7,68,67,32,11,53
weepinbell,38,20,4,9,4,0,41,9,0,74,100,1,80,100,3,10,4,0,45,7,18,3,26,4,37,33,18,0,17,4,0,29,3,0,31,1,4,0,50,35,6,1,11,3,1,28,9,20,3,25,7,24,3,35,2,5,3,0,0,28,16,1,0,21,4,15,8,2,35,0,79,97,88,65,56,58,79,63,96,77,82,47,71,86,53,76,45,93,80,86,56,27,22,11,91,96,76,94,63,90,64,97,55,93,83,93,35,94,73,35,78,57,100,96,34,100,99,90,73,94,96,89,68,74,90,44,33,80,100,42,48,95,91,94,93,55,86,93,66,76,65,34,43,6,14,28,87,87,57,33,68
victreebel,50,41,6,28,4,1,57,32,4,89,100,1,97,100,0,32,10,0,54,12,36,14,39,3,50,67,31,13,22,11,0,24,13,0,66,11,15,2,76,46,15,1,29,7,2,37,19,13,2,12,12,41,12,49,12,25,5,3,0,51,24,9,0,20,8,29,12,7,43,18,0,100,95,79,66,63,99,82,97,92,88,74,93,92,76,94,77,97,83,95,88,45,33,18,99,99,93,94,85,96,79,100,70,92,83,98,49,100,86,83,89,67,100,100,65,100,100,97,87,100,100,98,83,76,97,55,63,89,100,64,79,99,98,99,98,93,93,99,92,96,76,56,68,7,23,57,99,93,83,53,81
tentacool,2,1,0,22,3,0,1,0,0,60,100,0,99,100,1,18,2,0,12,2,26,4,20,2,7,1,12,4,3,0,0,13,1,0,9,0,20,1,18,3,9,1,1,1,0,4,4,6,3,4,0,2,0,7,0,4,0,21,0,2,0,0,0,2,0,5,4,0,10,3,0,0,78,42,38,32,77,57,91,40,78,44,69,74,54,62,25,87,64,93,59,27,16,9,86,95,66,83,27,67,27,90,16,63,41,45,12,79,56,42,57,53,95,91,7,99,99,73,36,92,75,84,48,32,36,61,24,36,100,13,42,100,78,62,62,60,88,85,48,66,24,23,2,19,2,66,87,60,27,22,51
tentacruel,8,5,0,63,31,5,13,2,0,94,100,1,100,100,6,50,30,0,64,10,64,26,58,20,36,15,39,7,35,20,7,40,22,4,52,0,36,4,49,38,47,4,5,1,2,35,11,29,17,29,2,37,6,11,0,10,2,24,7,23,6,0,2,7,0,23,11,2,36,12,5,22,0,69,62,49,100,91,100,84,91,82,90,100,89,87,74,98,87,98,95,60,53,22,98,100,98,98,90,100,81,96,60,90,77,99,73,100,95,89,93,74,99,100,62,100,100,98,92,100,100,100,88,90,69,95,64,90,100,43,78,100,100,100,93,98,98,98,94,97,76,63,38,83,58,99,100,99,86,43,90
geodude,39,31,7,64,51,18,15,7,0,100,100,11,97,100,46,58,28,7,99,67,98,66,95,63,89,100,28,2,62,54,20,72,55,12,70,5,42,11,95,64,77,27,9,11,10,61,28,53,51,40,14,94,59,49,18,47,13,41,3,20,7,0,0,31,14,14,3,4,45,35,19,58,31,0,77,61,100,99,97,45,96,90,100,100,98,68,54,98,98,54,48,36,25,18,100,99,99,77,66,100,99,62,93,99,90,70,88,100,98,97,100,98,100,69,98,43,38,80,75,59,58,95,100,97,100,96,94,100,100,47,40,96,100,73,99,100,89,56,27,64,48,96,91,28,100,100,99,99,95,47,92
graveler,33,32,8,79,61,40,23,6,0,100,100,16,98,100,67,62,49,13,99,89,96,81,96,83,96,100,48,8,75,59,45,83,64,23,85,23,60,21,98,74,77,49,34,8,17,94,71,63,47,49,17,95,77,59,26,54,25,43,5,31,16,3,0,45,10,26,13,10,51,44,28,62,38,23,0,77,100,100,97,66,100,100,100,100,100,78,87,98,100,84,68,38,45,17,100,100,98,80,75,100,100,63,98,100,96,78,94,100,100,99,100,100,100,82,99,74,60,92,89,84,36,97,100,96,100,95,94,100,100,46,37,98,100,80,100,100,97,75,33,67,77,99,94,29,100,100,100,100,99,68,99
golem,49,39,11,90,77,37,47,22,4,100,100,31,98,100,87,70,63,41,100,99,100,93,95,94,100,100,83,32,95,72,72,86,79,52,92,29,69,41,99,94,78,60,50,36,29,98,86,85,57,54,37,98,93,84,53,67,47,56,22,42,15,7,0,42,24,52,29,21,85,42,34,67,50,39,23,0,100,100,100,84,100,100,100,100,100,96,96,100,98,95,90,54,45,34,100,100,100,74,79,100,100,78,99,100,99,91,100,100,100,100,100,100,100,92,100,71,79,97,86,85,79,100,100,96,100,98,99,100,100,57,68,99,100,92,100,100,100,96,53,76,94,99,99,54,100,100,100,100,99,83,96
ponyta,25,10,0,16,3,0,0,0,0,52,97,6,63,97,2,22,3,0,28,1,34,3,19,3,16,7,2,0,11,2,0,14,2,0,9,1,10,0,7,4,21,2,10,9,1,27,16,22,4,24,0,6,1,9,0,12,0,7,0,4,2,0,3,15,1,7,1,0,30,12,1,18,0,0,0,0,0,72,95,41,97,76,79,96,67,75,57,90,80,95,62,39,14,2,87,87,87,72,55,82,47,96,55,75,60,70,63,85,72,70,66,16,84,96,42,74,75,64,63,74,32,91,75,68,71,71,40,55,100,24,34,94,91,61,72,74,89,59,19,43,20,26,27,63,30,79,82,85,62,38,58
rapidash,42,23,6,30,11,1,8,1,0,68,100,15,76,95,11,30,16,1,48,8,53,14,46,16,32,9,5,0,27,5,2,30,15,0,18,0,27,0,31,9,42,7,21,14,5,46,27,40,22,43,5,29,1,17,0,18,5,11,2,18,0,0,16,19,7,6,3,1,39,23,13,28,6,1,0,0,18,0,99,67,99,96,93,98,83,84,75,98,92,97,91,58,33,9,97,100,96,86,74,96,81,100,77,95,80,81,82,99,94,95,88,35,93,99,71,92,93,86,66,91,72,98,93,92,90,81,83,92,100,46,66,97,98,89,85,87,100,80,32,76,52,43,51,82,72,95,96,96,78,65,84
slowpoke,3,2,0,16,2,0,0,0,0,57,71,0,62,82,1,6,2,0,25,0,31,0,10,2,4,1,4,0,9,3,0,11,3,0,6,0,0,0,3,0,10,0,0,0,0,5,1,8,2,11,0,11,0,5,0,5,0,3,0,5,0,0,0,5,1,2,0,1,9,3,3,8,0,3,3,0,4,0,0,39,68,25,65,91,66,54,30,82,55,89,64,51,43,17,96,86,74,78,48,84,44,38,4,93,68,88,37,71,60,49,75,47,85,78,23,98,99,86,50,87,73,98,73,49,40,68,17,59,100,15,31,100,87,52,55,73,84,88,41,57,13,47,9,20,5,76,84,78,38,25,70
slowbro,28,24,5,71,44,10,23,5,0,100,100,13,87,99,19,42,27,3,85,19,83,43,68,19,37,11,42,4,76,50,8,80,58,7,41,3,39,0,63,34,66,17,11,5,5,52,15,66,33,63,22,68,15,45,5,25,3,20,2,30,8,1,0,20,4,42,15,9,47,19,7,58,14,55,34,16,56,31,61,0,100,86,99,100,100,85,65,98,84,99,98,81,66,45,100,100,99,100,100,100,96,74,67,99,100,100,96,100,96,88,100,95,95,99,91,100,99,100,99,99,100,100,100,98,96,93,90,99,100,68,88,100,100,96,92,98,100,100,99,100,96,98,35,75,51,100,95,96,90,70,97
magnemite,14,5,1,12,4,4,12,2,0,99,100,3,90,100,8,58,33,1,52,7,84,41,55,32,19,14,14,1,21,7,1,19,5,0,33,0,2,0,43,22,48,12,11,7,1,33,9,40,11,6,2,34,6,33,2,5,0,1,0,11,4,0,0,9,3,8,2,1,37,16,12,21,9,4,0,0,3,1,32,0,0,77,98,100,96,97,68,100,98,96,89,36,28,9,99,100,95,74,71,91,82,97,55,72,43,15,54,99,98,92,86,65,100,100,62,92,91,92,82,90,86,99,95,91,86,28,66,97,100,46,48,96,100,92,75,75,98,97,62,92,81,72,46,44,82,83,98,93,84,52,83
magneton,40,35,4,56,34,9,50,25,2,100,100,12,97,100,21,74,50,7,91,33,98,79,88,60,62,54,37,6,60,38,0,71,41,1,71,10,8,3,79,50,90,37,21,19,15,68,34,77,31,29,4,76,38,83,27,35,2,9,0,39,12,3,0,32,6,17,14,6,73,53,26,56,15,10,0,0,24,4,75,14,23,0,100,100,100,98,99,100,100,100,100,55,47,32,100,100,100,99,89,100,99,100,87,83,79,52,88,100,100,100,99,88,100,100,97,100,100,100,98,100,99,100,100,97,100,61,86,99,100,75,88,100,100,100,94,99,100,100,92,100,99,97,60,79,100,98,100,100,100,87,94
farfetch'd,58,38,8,19,4,0,23,5,0,90,100,8,89,100,16,45,9,1,35,9,43,18,49,9,16,13,4,0,25,9,0,35,6,0,34,2,10,0,45,16,46,6,28,11,10,41,21,57,28,49,19,24,9,39,4,15,3,9,2,18,4,0,0,26,8,6,4,3,61,26,7,31,10,0,0,0,21,5,35,1,2,0,0,93,72,78,47,94,82,74,40,33,31,12,80,96,88,69,47,86,52,98,58,90,82,64,39,89,73,62,64,18,100,97,39,92,95,81,70,91,88,98,87,67,57,72,45,71,100,31,48,89,92,82,64,71,97,88,33,77,21,29,46,20,16,79,99,85,72,49,68
