name,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran-f,nidorina,nidoqueen,nidoran-m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetch'd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
zubat,83,70,14,36,15,4,4,0,0,100,95,1,100,96,19,15,6,1,40,2,43,4,45,5,12,6,1,0,22,7,0,41,12,0,13,1,5,1,12,2,0,7,88,70,21,65,38,48,17,82,29,33,10,20,2,20,8,4,0,29,6,0,0,7,3,26,7,5,84,56,35,48,8,0,0,0,23,15,30,0,1,1,8,42,9,4,0,15,5,2,0,2,2,0,13,55,14,6,2,15,1,65,3,36,5,77,2,1,0,0,0,0,82,45,3,16,17,11,3,10,1,22,16,8,5,5,2,6,100,1,1,71,18,0,8,14,15,0,0,1,1,0,0,0,0,3,32,17,2,0,11
golbat,100,100,93,91,79,39,70,48,5,100,100,26,100,99,86,47,37,9,98,79,97,53,88,66,79,63,39,12,97,86,27,93,79,14,67,16,38,3,96,57,93,0,100,100,99,97,87,97,82,99,76,95,73,88,42,81,36,41,8,98,72,21,29,44,17,85,62,59,100,98,100,97,57,8,12,3,86,56,99,12,52,11,70,97,69,76,53,76,46,44,4,25,8,3,75,98,76,46,23,78,31,99,34,89,52,100,22,58,40,32,13,6,96,96,28,91,91,71,53,78,74,81,71,75,34,37,20,57,100,19,15,83,88,48,64,72,70,39,2,39,16,13,10,3,1,65,93,76,38,14,43
oddish,87,82,27,40,14,0,94,62,27,100,100,0,100,100,0,42,13,0,93,42,47,7,61,8,96,100,82,33,74,31,8,67,24,7,85,7,6,0,93,68,12,0,0,25,2,54,23,27,1,84,45,98,72,86,50,67,12,13,0,91,87,28,0,27,5,87,58,17,82,44,3,94,53,91,61,44,24,8,99,61,60,14,13,60,10,71,46,44,4,89,73,14,4,0,99,73,24,95,65,66,25,97,0,90,68,40,3,63,26,8,89,59,21,97,5,100,100,93,51,99,97,54,2,18,66,1,2,40,100,3,28,78,66,86,51,1,59,97,87,92,66,3,0,0,0,0,55,30,0,0,16
gloom,94,92,42,55,17,0,90,89,38,100,100,0,100,100,0,42,27,1,95,53,72,27,59,16,97,99,83,46,90,61,12,90,47,3,89,6,11,0,100,82,30,0,74,0,10,68,23,37,5,93,43,97,77,95,61,65,29,11,0,96,88,49,0,25,7,93,65,22,95,71,16,95,75,93,73,44,47,13,98,80,79,20,20,75,29,78,67,56,4,93,77,12,3,0,100,88,37,96,76,87,43,100,6,98,56,78,7,83,56,7,93,74,30,97,7,100,100,89,60,99,100,80,6,17,69,0,2,64,100,5,36,92,67,85,66,1,72,98,94,96,66,10,1,0,0,1,65,41,0,1,30
vileplume,100,98,76,79,54,4,96,92,63,100,100,3,100,100,3,61,38,2,99,86,88,39,89,52,100,100,92,66,100,92,52,99,83,22,99,26,23,3,98,97,79,1,98,89,0,91,62,85,22,96,65,98,90,96,80,79,49,39,0,100,97,64,0,41,21,97,85,54,100,92,59,100,93,86,76,75,87,50,100,91,93,59,54,92,51,94,83,74,24,98,90,39,21,1,100,98,74,97,89,98,66,100,27,99,86,97,23,96,76,36,89,80,42,100,32,100,100,94,85,98,100,97,28,63,92,4,14,93,100,21,66,98,89,91,87,19,90,99,91,96,81,26,5,0,0,2,88,76,8,12,62
paras,87,88,24,22,22,6,28,9,0,97,89,10,91,87,13,22,12,0,69,11,37,4,45,6,63,70,0,0,46,6,0,53,18,0,31,3,13,0,48,7,35,3,46,32,9,0,20,61,31,89,35,68,40,49,12,46,7,10,2,69,28,1,0,58,18,29,8,6,82,48,16,67,20,0,0,0,26,10,59,0,10,1,22,38,11,21,2,25,0,16,0,0,0,0,12,86,47,14,3,54,7,81,1,45,18,51,6,9,6,1,0,0,95,57,5,63,53,21,13,51,18,55,19,50,35,4,1,17,100,1,1,55,35,11,27,18,40,3,0,0,0,0,0,0,1,0,47,33,1,4,16
parasect,98,97,61,58,34,22,55,24,2,100,98,27,100,98,38,52,21,3,97,48,59,23,84,32,92,96,21,7,80,61,10,89,57,4,58,8,28,0,85,30,62,13,77,77,38,80,0,93,66,99,68,97,64,89,40,77,24,29,4,95,64,8,0,74,31,77,34,17,90,83,54,91,37,2,0,0,60,34,91,6,55,8,41,64,34,55,20,59,14,35,3,0,0,0,39,95,75,47,16,81,43,97,28,78,42,83,14,51,27,8,5,0,97,80,29,87,86,60,25,80,60,84,50,68,75,6,4,54,100,5,13,74,82,34,55,39,76,9,0,13,2,1,4,3,3,3,84,64,24,22,28
venonat,84,68,20,32,10,3,5,0,0,100,100,0,100,99,11,12,0,0,45,1,22,2,52,13,28,18,6,0,59,28,0,52,22,0,18,0,2,0,11,8,52,3,72,61,15,39,7,0,13,34,1,55,8,17,0,23,4,2,0,20,6,0,0,7,0,42,16,3,91,74,54,59,10,9,2,0,8,1,32,0,0,0,1,34,11,3,1,39,8,53,6,10,9,0,40,49,9,19,0,11,1,66,0,40,0,79,3,4,23,6,18,1,45,72,1,43,27,2,0,20,1,11,5,6,5,0,0,4,100,1,0,75,6,0,4,1,11,17,1,12,2,2,0,0,0,0,19,9,2,0,21
venomoth,96,93,61,50,32,6,41,15,3,100,100,4,100,100,33,35,20,2,86,27,59,15,83,49,82,65,34,3,93,70,17,90,68,14,53,1,17,0,66,47,83,18,99,95,77,69,34,86,0,70,17,74,48,53,10,58,17,18,1,73,22,13,3,18,3,72,48,29,99,94,93,89,41,34,23,5,47,15,71,1,34,8,25,66,30,38,9,76,32,84,41,44,24,10,76,82,22,62,23,59,7,88,1,60,19,99,18,34,63,50,46,6,57,95,4,83,83,53,11,67,17,23,22,24,14,6,3,23,100,1,2,71,40,20,41,21,55,56,17,42,17,2,0,0,1,3,63,36,5,0,31
diglett,37,21,5,67,39,1,12,3,0,95,64,7,100,97,5,21,3,0,61,9,26,1,89,41,82,100,2,1,50,36,7,77,46,4,53,1,63,4,49,6,18,1,16,7,4,11,1,66,30,0,7,66,17,71,8,58,4,69,7,51,6,0,29,52,7,24,12,5,58,33,17,89,36,23,8,5,54,18,37,0,74,73,14,20,1,14,2,73,25,16,0,58,30,8,43,73,43,16,3,56,18,5,0,29,2,18,6,9,39,23,18,1,98,16,2,42,15,28,10,47,0,57,3,17,74,19,1,2,100,0,1,70,38,6,53,47,40,33,1,29,18,0,0,0,0,0,65,33,0,2,16
dugtrio,73,75,21,98,84,18,60,47,3,100,98,21,100,100,53,61,50,4,100,76,83,26,100,83,100,100,51,11,96,90,56,100,93,44,87,22,88,50,97,76,71,24,55,57,35,65,32,99,83,93,0,100,88,96,72,90,64,86,41,94,65,14,72,82,39,82,64,46,92,72,52,97,80,70,38,26,96,87,97,5,95,91,59,90,39,79,35,97,82,72,7,82,72,40,96,100,88,59,34,99,67,64,10,84,55,73,39,83,85,70,69,31,100,69,29,78,74,81,59,89,39,98,39,90,97,89,9,57,100,1,17,91,94,54,94,93,88,85,35,77,47,0,12,0,13,30,95,83,14,12,45
meowth,26,22,2,38,22,3,5,1,0,96,91,7,100,94,4,37,10,2,46,4,53,10,56,9,41,21,0,1,18,5,0,23,8,0,22,0,22,0,39,4,67,5,2,3,2,32,3,45,26,34,0,0,10,45,3,38,1,11,0,45,10,1,9,42,5,9,1,1,60,25,7,69,5,0,0,0,25,7,35,0,5,1,18,44,14,26,2,28,2,7,0,0,0,0,15,69,21,6,1,21,3,21,1,34,3,5,0,7,4,1,0,0,95,32,1,31,24,16,4,34,0,50,6,18,8,6,0,7,100,0,0,72,30,5,3,12,21,1,0,1,0,0,0,0,0,2,47,25,4,0,12
persian,65,64,23,82,47,29,50,12,1,100,95,12,100,96,48,52,26,2,95,32,95,40,94,44,85,72,15,2,61,29,6,76,38,6,57,6,35,4,81,41,90,27,28,23,10,60,36,92,51,83,12,90,0,88,26,71,15,38,2,84,44,4,44,56,15,41,15,6,93,66,37,94,41,0,0,0,79,46,93,3,29,10,54,91,55,72,29,64,13,61,3,0,0,0,45,97,64,31,11,79,20,64,3,49,15,19,15,38,30,8,3,0,99,79,12,74,68,61,33,72,24,83,34,62,51,33,6,32,100,3,8,89,70,23,35,45,80,7,0,3,0,0,1,3,3,36,79,50,15,4,31
psyduck,34,20,3,70,35,8,31,7,0,100,100,4,100,99,24,30,16,0,69,14,70,10,79,22,35,9,14,0,66,30,1,69,29,1,37,0,27,0,60,16,80,12,14,5,4,51,11,83,46,29,4,55,12,0,6,30,7,18,0,63,25,2,0,19,4,52,14,7,71,46,12,90,23,16,6,0,43,18,67,0,8,0,21,74,26,63,7,73,14,84,17,31,7,0,52,77,33,48,8,36,8,12,0,44,3,13,3,13,31,6,7,0,83,55,4,91,95,39,10,66,12,47,15,15,6,17,1,11,100,0,2,82,27,7,9,15,38,26,0,14,1,0,1,0,0,7,58,27,5,1,14
golduck,80,78,35,98,86,54,94,63,7,100,100,21,100,100,77,65,42,10,100,75,100,73,97,72,75,53,60,12,96,88,37,97,89,11,86,10,54,5,98,69,98,58,48,39,20,88,60,100,90,92,28,97,74,94,0,90,49,47,6,99,85,42,0,48,13,96,78,37,92,81,51,100,90,57,18,5,93,75,99,30,59,12,78,98,77,98,85,94,49,100,72,56,17,4,99,99,92,94,53,88,46,53,7,94,41,62,45,74,80,57,53,16,96,94,28,100,100,96,59,97,92,96,65,68,46,65,9,61,100,8,35,93,93,58,52,70,91,84,23,73,12,10,5,24,3,82,96,83,32,8,40
mankey,73,75,18,78,32,19,50,24,2,100,100,15,100,100,39,67,29,3,79,36,61,27,92,47,69,81,21,6,69,52,3,78,54,0,79,8,68,3,71,38,80,19,33,35,21,54,23,77,42,42,10,62,29,70,10,0,15,61,5,76,46,4,0,33,11,51,26,16,85,74,37,90,43,3,2,2,61,34,81,12,58,12,57,62,21,80,30,79,32,78,9,2,2,3,48,94,49,55,12,70,35,71,6,59,27,33,10,57,34,12,9,0,98,75,2,88,79,54,20,72,34,74,45,43,45,35,8,26,100,3,9,86,75,41,68,53,62,33,3,17,4,0,3,0,0,4,87,65,31,10,31
primeape,92,91,72,100,87,40,93,74,12,100,100,51,100,100,80,82,67,17,99,85,92,44,99,85,99,94,66,22,99,90,42,98,91,30,93,42,67,18,96,83,92,64,88,71,51,93,76,96,83,96,36,99,85,93,51,85,0,81,24,99,88,47,52,62,29,94,77,52,98,90,82,100,86,30,12,7,93,75,100,32,91,71,80,92,66,97,88,96,82,96,49,6,3,3,94,99,86,91,46,94,66,92,35,93,59,84,71,90,81,65,35,6,100,99,34,98,98,93,71,98,96,99,75,89,88,85,34,70,100,28,53,94,98,89,90,90,95,79,16,61,21,8,35,17,0,62,99,91,69,24,51
growlithe,51,45,23,41,17,4,9,0,0,69,63,9,73,60,35,35,23,2,51,12,50,12,50,14,43,29,20,1,47,20,0,45,24,0,24,1,19,1,36,13,48,5,45,41,12,48,37,53,38,16,2,56,14,32,2,13,2,0,3,24,7,1,0,31,6,36,16,9,71,56,49,25,5,7,2,0,28,11,20,0,57,29,30,54,22,22,9,34,2,48,18,24,5,0,14,39,21,27,2,43,16,56,11,28,6,12,2,17,36,11,7,0,38,63,7,35,13,14,2,24,2,31,35,34,21,14,13,8,50,0,2,37,40,3,22,8,21,0,0,3,0,0,0,7,0,8,43,11,6,0,12
arcanine,39,33,18,36,27,11,19,11,3,64,51,21,71,49,36,34,24,4,47,14,46,20,35,20,45,31,24,6,30,18,11,46,26,10,28,9,27,5,41,11,46,26,41,22,25,61,52,38,29,46,15,51,23,25,7,29,19,23,0,39,31,4,26,36,26,36,24,18,64,41,32,41,18,6,3,0,38,24,24,6,38,34,31,48,26,30,14,37,12,30,23,17,10,0,8,24,33,26,16,38,23,44,24,32,17,30,29,18,34,19,9,2,35,35,7,31,20,37,22,32,14,31,26,41,37,31,19,16,53,5,10,35,36,10,42,24,35,9,1,8,2,6,10,16,13,18,48,31,14,13,8
poliwag,13,22,1,94,53,10,14,2,0,100,100,16,100,100,15,51,25,1,81,9,80,21,73,15,43,13,43,7,53,21,6,62,27,1,36,1,49,4,46,22,71,2,9,4,0,31,5,80,25,49,6,55,16,37,1,24,1,37,1,0,17,0,15,29,1,37,16,5,47,22,7,87,13,56,53,36,67,40,69,1,42,6,25,74,25,45,5,53,1,79,10,20,2,0,95,70,28,43,7,45,12,14,0,65,27,17,2,24,20,5,71,47,83,52,1,97,91,32,7,65,6,74,16,19,5,39,0,14,100,2,0,79,44,3,11,32,59,46,5,33,5,3,0,0,0,38,49,27,1,3,16
poliwhirl,38,47,13,95,84,37,65,26,1,100,100,30,100,100,56,58,40,5,96,51,100,67,93,54,66,23,81,38,92,67,25,92,70,20,79,10,68,14,92,66,94,28,13,12,3,72,36,94,78,94,35,90,56,75,15,54,12,60,7,83,0,6,18,48,11,70,40,18,74,51,20,99,41,82,70,52,93,70,98,19,73,26,54,98,61,86,25,78,26,99,45,51,7,2,100,99,71,75,19,84,32,46,6,94,55,45,16,68,60,26,93,76,95,89,11,100,88,85,28,93,74,96,42,63,30,70,12,51,100,0,17,87,78,20,35,75,86,78,39,64,15,19,1,17,0,78,80,56,10,8,28
poliwrath,86,92,50,100,97,82,100,99,33,100,100,48,100,100,100,81,59,25,100,94,98,76,100,86,93,82,99,74,100,97,68,100,98,47,95,43,85,26,100,95,100,79,72,51,36,99,92,100,87,100,86,99,96,98,58,96,53,77,23,100,94,0,0,73,31,99,92,71,97,92,77,100,98,98,92,75,99,95,100,50,96,45,98,99,85,100,96,98,78,99,87,17,7,0,100,100,94,99,59,100,87,82,48,100,91,94,68,98,96,76,96,83,100,100,61,100,99,100,89,99,100,100,95,97,84,96,53,92,100,35,87,94,100,91,94,99,96,100,64,91,29,28,37,46,14,85,96,95,71,37,62
abra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kadabra,40,32,12,29,5,0,11,3,0,60,55,3,60,69,8,28,12,2,30,2,39,11,52,37,39,17,16,2,57,33,3,52,24,6,12,1,18,1,24,8,58,28,29,35,15,10,0,46,38,30,1,17,7,22,7,40,12,17,0,38,7,5,0,0,0,51,28,23,57,59,21,44,30,40,14,3,28,8,2,1,18,1,20,41,15,10,4,49,18,68,18,53,45,21,39,1,0,56,17,28,6,10,0,41,4,29,6,16,53,37,19,4,1,48,1,64,47,22,10,38,1,2,11,1,5,3,6,4,61,1,1,16,16,1,9,6,21,37,7,38,6,0,0,0,1,5,37,14,5,0,0
alakazam,62,49,36,52,40,6,34,23,3,62,63,18,70,64,33,49,26,16,66,26,59,35,67,38,51,39,46,17,64,66,34,66,62,24,37,1,32,7,38,31,62,37,62,59,40,51,21,68,50,64,27,58,29,47,24,57,38,32,10,59,43,32,1,6,0,66,59,34,63,58,66,57,41,55,48,23,44,37,20,2,39,22,38,60,37,42,15,57,37,61,50,54,65,39,56,12,3,61,36,45,32,31,2,55,30,45,41,28,65,55,61,35,2,54,11,65,56,53,25,50,10,13,31,3,29,27,16,38,66,9,6,25,42,11,27,27,45,59,51,62,34,11,0,3,9,27,57,42,19,3,1
machop,53,64,26,64,38,11,41,21,1,100,100,3,100,100,30,57,32,2,92,58,73,21,81,31,71,60,24,4,74,40,4,72,40,3,53,2,39,7,82,33,74,15,13,7,3,71,23,57,28,74,17,87,54,45,4,48,6,19,3,62,30,1,0,17,3,0,27,9,82,47,23,87,23,47,27,5,80,36,62,10,74,52,41,74,31,72,57,58,15,77,36,3,5,3,95,85,40,41,20,87,41,39,2,68,25,39,20,83,31,8,56,7,79,83,22,75,69,72,23,71,28,45,35,62,52,40,13,59,100,2,12,84,86,44,60,49,66,79,15,61,31,6,19,0,0,7,78,67,23,4,32
machoke,76,91,56,93,77,38,83,45,14,100,100,14,100,100,84,54,49,9,99,88,86,48,90,69,94,92,74,15,93,74,21,93,74,9,87,9,46,13,98,80,93,38,42,35,14,92,66,84,52,88,36,99,85,86,22,74,23,40,2,84,60,8,0,43,6,72,0,25,98,84,65,94,63,72,40,20,97,69,96,27,95,70,75,87,60,92,84,82,46,96,57,2,8,5,95,97,67,74,33,94,56,76,11,94,64,73,38,93,63,38,59,25,98,96,35,93,97,86,52,95,75,77,69,92,88,68,24,74,100,8,38,93,93,73,89,80,86,95,33,75,51,18,33,6,4,33,88,88,44,6,43
machamp,98,91,71,98,91,49,97,78,24,100,100,18,100,100,87,58,59,26,100,96,90,62,98,75,100,99,86,32,99,93,45,96,85,23,91,28,58,20,99,93,95,41,83,78,46,94,83,97,71,95,54,99,94,93,63,84,48,46,9,95,82,29,0,43,16,91,75,0,99,95,76,99,84,85,58,29,95,89,99,61,100,90,90,92,80,99,98,93,74,99,79,15,7,8,98,100,86,94,51,96,87,91,36,98,75,82,72,96,78,61,85,44,100,100,67,99,99,96,73,98,97,89,88,95,93,74,41,92,100,18,51,97,99,86,97,87,93,100,74,95,66,26,69,12,15,57,94,94,59,28,49
bellsprout,60,60,13,26,8,2,27,17,1,89,100,3,97,99,3,15,5,0,41,4,34,6,29,1,55,58,12,1,20,5,0,24,5,0,45,0,4,0,55,13,16,0,18,5,0,18,10,9,1,42,8,39,7,29,8,14,2,2,0,53,26,3,0,9,4,17,2,1,0,31,6,73,9,32,16,6,12,1,64,1,6,0,8,27,8,29,5,17,0,29,3,4,2,0,69,49,13,40,2,29,5,60,0,47,16,26,1,9,1,0,40,11,89,68,2,82,69,40,16,57,23,31,2,16,21,2,0,6,100,0,10,64,20,22,13,4,21,65,27,40,30,1,0,0,0,0,31,13,1,0,16
weepinbell,91,94,44,44,21,5,76,45,7,97,99,3,100,99,10,45,17,1,73,25,57,14,68,16,85,80,35,3,64,10,4,61,19,1,72,6,10,2,74,44,44,2,56,26,8,52,17,25,6,67,28,75,34,54,19,26,10,4,0,78,49,8,0,17,5,53,16,5,68,0,34,93,25,44,35,28,40,8,86,10,24,2,21,56,28,64,19,30,5,70,12,7,3,0,88,81,35,70,26,60,20,87,5,69,37,60,5,29,10,0,58,35,97,85,6,92,92,68,42,80,61,54,18,45,48,5,0,28,100,1,16,81,47,46,42,20,52,87,47,69,43,3,2,0,0,4,60,34,7,3,26
victreebel,100,97,74,70,41,9,90,83,15,100,100,4,100,100,31,44,33,2,94,64,80,23,79,26,100,100,68,32,90,59,15,84,54,2,95,29,27,1,97,87,65,0,95,81,37,84,46,44,7,83,48,93,63,88,49,63,18,10,0,93,80,23,0,49,7,77,35,24,93,66,0,97,70,70,65,44,69,24,99,43,64,22,43,75,43,92,68,59,17,93,48,35,18,0,97,96,76,92,50,89,47,98,18,93,64,96,23,63,22,3,76,62,97,98,23,100,100,86,80,97,98,81,21,59,85,10,7,58,100,8,41,91,90,86,82,43,78,96,85,91,65,13,10,0,2,2,89,69,3,13,34
tentacool,19,17,2,70,29,2,7,5,0,99,100,0,100,100,10,36,11,0,44,8,47,10,57,11,34,20,30,7,48,12,0,42,8,0,34,1,22,0,43,26,52,3,6,5,0,33,9,41,11,11,3,31,6,10,0,10,0,25,0,13,1,0,0,4,1,13,6,1,27,7,3,0,3,46,19,28,51,22,36,1,27,8,16,60,13,19,2,31,3,87,9,15,5,0,93,44,9,39,1,28,3,44,0,55,7,21,0,22,16,6,50,24,23,70,0,96,91,18,3,52,14,31,12,1,3,18,1,10,100,0,1,74,22,4,7,23,26,45,8,32,4,0,0,0,1,22,22,6,0,2,13
tentacruel,68,59,24,98,93,46,79,40,2,100,100,9,100,100,66,53,29,8,98,63,97,72,91,60,87,48,84,37,98,90,38,97,86,22,84,8,52,14,97,90,92,43,47,24,7,80,63,90,58,64,20,95,59,77,10,57,14,46,12,87,57,2,0,22,5,76,37,16,91,74,28,96,0,65,57,40,93,79,98,14,82,51,67,100,82,84,42,81,25,98,78,43,16,3,99,91,52,90,45,79,37,88,10,86,54,88,20,76,73,40,88,67,50,97,17,100,96,85,45,99,94,83,62,54,25,84,24,59,100,2,35,95,75,38,59,79,88,95,65,85,34,29,5,21,4,94,72,59,12,4,42
geodude,58,46,25,100,82,41,26,13,1,100,100,23,100,100,93,61,44,18,100,100,100,100,100,100,100,100,98,63,99,97,94,99,94,90,87,29,69,31,100,98,100,92,9,7,14,100,98,91,66,77,30,100,100,84,43,97,70,54,19,44,18,2,0,44,16,53,28,15,68,56,30,54,35,0,24,5,100,97,77,2,91,74,99,100,93,49,31,96,82,32,3,24,23,6,99,99,85,49,19,100,92,43,69,92,62,48,70,95,100,89,95,66,99,33,81,31,13,82,53,55,6,80,100,99,100,87,38,99,100,4,4,65,100,29,98,98,71,28,5,33,14,71,54,4,100,100,93,97,70,11,41
graveler,63,67,26,100,97,67,46,13,4,100,100,34,100,100,99,62,51,35,100,100,100,100,100,99,100,100,100,92,99,100,99,100,98,97,95,54,76,39,100,100,100,88,39,27,24,100,100,98,77,92,62,100,100,94,82,98,88,70,27,47,30,8,0,61,20,73,60,42,84,65,35,81,43,76,0,17,100,100,90,7,100,88,100,100,99,69,66,100,93,56,13,41,29,16,100,100,95,58,40,100,98,39,95,100,85,58,84,100,100,98,100,83,100,76,95,50,17,91,70,64,15,95,100,99,100,96,63,100,100,11,8,88,100,48,100,100,94,43,12,40,30,88,80,9,100,100,100,95,78,33,67
golem,78,89,48,100,100,95,77,39,18,100,100,62,100,100,100,77,59,45,100,100,100,100,100,100,100,100,100,99,100,100,100,100,100,100,97,55,68,44,100,99,100,97,56,56,25,100,100,100,95,95,74,100,100,100,95,98,93,74,35,64,48,25,0,67,46,95,80,71,94,72,56,72,60,95,83,0,100,100,99,28,99,99,100,100,100,96,92,100,96,91,34,59,46,27,100,100,100,77,57,100,100,60,97,100,97,90,98,100,100,100,100,99,100,95,99,58,54,94,90,66,55,99,100,100,100,97,83,100,100,19,28,93,100,85,100,100,99,82,18,68,80,99,93,39,100,100,100,100,98,68,81
ponyta,75,76,32,65,45,9,19,4,0,98,100,13,97,100,27,57,38,1,74,29,79,22,78,21,70,49,16,1,60,22,7,66,27,2,48,3,43,0,66,10,75,12,70,52,10,70,39,90,53,44,4,71,16,56,7,37,7,25,0,29,7,1,10,35,8,20,2,5,83,56,28,46,7,0,0,0,0,32,64,2,70,19,52,90,46,52,10,58,11,56,8,5,0,0,32,82,45,28,5,57,16,85,6,38,8,33,11,22,27,10,1,0,74,92,2,42,26,37,12,40,3,74,44,30,30,25,5,18,100,0,5,70,55,13,39,21,55,1,0,3,0,0,0,10,1,15,55,47,11,1,22
rapidash,93,94,71,89,80,37,52,15,0,100,100,42,98,100,67,64,42,15,94,58,94,58,92,59,93,83,55,10,90,65,19,85,61,10,71,13,54,11,79,53,82,44,89,84,48,90,66,98,81,77,12,89,52,77,21,61,23,33,2,55,29,5,21,58,19,61,31,9,95,91,65,71,19,3,0,0,66,0,95,9,90,49,79,91,68,83,42,77,38,81,28,16,5,0,59,97,72,49,12,87,43,95,27,71,21,60,40,59,59,29,13,1,76,98,21,71,53,58,30,70,10,90,67,76,53,62,21,50,100,6,14,82,84,25,71,66,93,7,0,11,3,2,8,38,17,44,83,68,22,16,33
slowpoke,17,20,1,76,41,14,8,2,0,100,100,3,100,100,17,19,3,0,80,4,79,14,60,11,22,1,21,0,79,29,2,76,25,0,11,0,12,0,27,0,70,1,1,2,0,41,9,66,28,63,3,65,7,33,1,19,0,6,0,31,2,0,0,19,0,38,4,1,36,13,1,62,2,23,10,1,34,4,0,0,4,0,13,78,30,9,0,31,1,76,9,26,4,0,93,59,19,32,1,36,2,1,0,54,6,61,4,6,24,3,48,17,23,49,4,88,36,26,4,48,0,67,6,13,4,5,0,21,100,1,0,73,22,0,2,14,47,13,0,4,1,0,0,0,0,11,33,10,0,1,6
slowbro,72,82,48,100,100,78,98,89,12,100,100,11,100,100,94,44,26,12,100,99,100,99,99,91,87,46,97,67,100,100,85,100,99,75,59,10,45,6,100,87,100,88,39,20,9,100,94,100,99,100,94,100,97,100,70,88,68,44,8,99,74,50,0,28,6,90,73,39,98,90,56,99,86,98,93,72,98,91,87,0,77,33,95,100,100,63,23,95,53,99,99,59,66,15,100,97,84,98,96,100,77,30,12,100,97,100,82,91,96,86,98,92,47,100,64,100,93,98,85,96,94,100,92,88,49,86,38,98,100,0,36,63,97,40,62,93,99,100,94,97,65,79,0,17,5,100,85,79,17,9,20
magnemite,63,75,31,48,24,13,68,27,3,100,100,11,100,100,70,48,39,6,98,56,100,93,92,48,92,80,70,12,75,37,5,63,34,5,76,6,6,0,96,74,99,48,40,21,7,90,45,100,66,26,5,95,71,92,41,42,9,8,2,58,27,4,0,21,6,22,5,0,94,76,36,73,18,9,0,1,30,8,96,23,0,12,80,100,94,87,48,92,58,99,79,15,3,0,94,98,61,71,39,61,11,67,12,44,6,3,6,69,80,53,21,7,42,99,15,85,77,82,38,72,45,89,65,31,33,1,16,62,100,5,5,51,81,39,27,27,81,81,14,68,40,15,3,10,13,31,74,52,19,4,11
magneton,92,98,60,79,53,25,95,79,30,100,100,31,100,100,95,69,49,24,100,94,100,99,97,89,99,99,97,61,94,81,34,98,73,32,94,36,30,2,100,100,99,89,86,80,40,99,92,100,92,27,9,99,90,100,88,88,29,32,1,94,74,55,0,44,14,47,30,10,100,98,78,92,48,26,12,1,81,51,100,67,88,0,100,100,99,100,95,100,94,100,99,38,17,0,100,100,98,98,70,98,60,89,53,71,20,7,27,97,97,93,72,22,86,100,57,98,99,100,91,93,88,100,97,96,74,11,50,92,100,24,38,84,99,94,58,72,99,100,58,97,77,68,7,40,58,88,98,82,58,24,47
farfetch'd,95,96,70,79,49,26,53,30,1,100,100,36,100,100,66,61,39,9,86,50,86,39,94,50,69,32,30,2,86,61,9,86,57,3,76,10,44,7,89,49,92,30,87,80,46,78,59,99,75,86,41,82,46,79,22,43,20,30,3,75,46,2,0,41,16,59,25,10,92,79,57,84,33,1,0,0,47,19,87,4,20,0,0,86,51,61,25,70,30,52,2,10,3,0,55,99,68,34,11,71,31,91,10,81,57,47,3,53,44,17,4,1,100,97,12,84,90,52,30,70,28,84,62,48,24,25,9,35,100,6,11,88,81,42,55,49,79,21,0,14,0,2,10,2,0,54,82,68,24,15,32
